nombre,letra
una luna para ti,"Atras de la montaña

hay una luna para ti

que yo te voy a dar

el dia que seas feliz

atras de nuestras vidas hay motivos poderosos

para querernos siempre, aunque se opongan todos



El cielo esta pintado del azul de la ilusion

el mundo en que vivimos es nomas para los dos

por eso aunque quisiera desligarme de lo tuyo

mi corazon te llama, sin respetar mi orgullo.



No dejes, que la niebla del olvido

empañe tantas cosas que hemos hecho

no hay nada que destruya lo vivido

ni el odio ni el rencor ni el cruel despecho



Atras de la montaña hay una luna para ti

que yo te voy a dar el dia que seas feliz

atras de nuestras vidas hay motivos poderosos

para querernos siempre, aunque se opongan todos

atras de la montaña, hay una luna, para ti.
"
ella te va a decir adios,"Probablemente no te acuerdes de mi nombre

Porque tu nunca me quisiste en realidad

No se ni como te anidaste aqui en mi mente

Y hoy mi problema es poderte olvidar



Probablemente no te importe que yo muera

Lo mas seguro es que todo te de igual

Pero ahora que tu vives con esa otra

Vas a pagar muy caro todo esto y mas



Ya ves que ahora estoy sufriendo tus mentiras

Por no tener el gran valor de decir que no

Mañana tu seras quien vaya a estar sufriendo

Veras que ella te va a decir un dia adios



Eres ingrato eres mal agradecido

Despues que todo te lo di dijiste adios

Las veces que te pregunte si me querias

No respondias y ahora se por que razon"
se me olvido otra vez,"Se me olvido otra vez

Probablemente ya de mi

te has olvidado.

mientras tanto yo,

te seguire esperando.



No me he querido ir

para ver si algun dia

que tu quieras volver

me encuentres todavia.



Por eso aun estoy en el lugar de siempre,

en la misma cuidad, y con la misma gente,



Para que tu al volver no encuentres nada extraño

y sea como ayer y nunca mas dejarnos.



Probablemente estoy pidiendo demasiado.

Se me olvidaba que ya habiamos terminado,

que nunca volveras, que nunca me quisiste.

Se me olvido otra vez que solo yo te quise.



Por eso aun estoy en el lugar de siempre,

en la misma cuidad, y con la misma gente,"
vamos a querernos pero ya,"Estoy enamorada no lo puedo remediar

Me tienes hechizada con tu modo de mirar

Has hecho pedacitos este pobre corazon

Y tu como si nada no me tienes compasion



Las cartas que te escribo quedan sin contestacion

Los versos que te digo te han servido de diversion

De plano eres un caso que no puedo comprender

Por mas y mas que le hago no consigo tu querer



Es por que tienes de roca el corazon

No  me comprendes ni entiendes mi pasion

Pero Nomas que yo te de besito vas haber

El tiempo que has perdido

Trataras de reponer



Sera un besito de sol que quemara

Indiferencia de hielo fundira

Vamos a querernos  pero ya

No lo dejes paš despues

la vida solo pasa

Por nosotros una vez
"
gracias al amor,"Acercate.

Gracias al amor y a los sentimientos

Que sientes y siento me gusta vivir



Ahora siento el sol que me da distinto

No cala, no quema no me hace huir



Desde que estas tu me parece todo

En la vida divino y es gracias a ti



Que  me siento capaz de seguir

Haciendome un buen porvenir

Para compartirlo



Contigo, siempre contigo

Escucha mi felicidad amigo



Desde la primera vez que estuve

Entre tus brazos comence



A mirar todo distinto, a sentir lo que es cariño

Y a escuchar en ti el sonido del amor y a sonreir



Desde que estas tu, aprovecho el tiempo

Hoy vivo el momento, deje de existir



Que  me siento capaz de seguir

Haciendome un buen porvenir

Para compartirlo



Contigo, siempre contigo

Escucha mi felicidad amigo

Amigo
"
eso y mas,"Me contaron de Romeo y Julieta

Y pensé, que hermoso cuento

Y ahora resulta que es más grande

Y que es más bello

Esto, esto que por ti yo siento



Cruzare los montes, los ríos, los valles

Por irte a encontrar

Salvaría tormentas, ciclones, dragones

Sin exagerar



Por poder mirarme en tus ojos bonitos

Y vivir la gloria de estar a tu lado

Porque en mi ya siento que te necesito

Que me he enamorado



Por poder mirarme en tus ojos bonitos

Y vivir la gloria de estar a tu lado

Porque en mi ya siento que te necesito

Eso y más haré



Por asegurar la sonrisa de tu alma

Buscando equidad

Yo podría empeñar lo más caro

Que tengo que es mi libertad



Y seria un honor hay amor ser tu esclavo

Seria tu juguete por mi voluntad

Y si un día glorioso en tus brazos acabo

Que felicidad



Si seria un honor hay amor ser tu esclavo

Seria tu juguete por mi voluntad

Y si un día glorioso en tus brazos acabo

Que felicidad"
cariño,"Cariño

Que nació de la nada

Sin saber se convierte

En sublime obsesión



Tú eras

Para mi diferente

Sin pensar que algún día

Tú serías mi amor

El tiempo te dirá la realidad

Y yo te adoraré una eternidad



Te quiero

Y no puedo negarlo

Si es preciso gritarlo

Gritaré sin cesar

El tiempo te dirá la realidad

Y yo te adoraré una eternidad



Te quiero

Y no puedo negarlo

El cariño que siento

Es cariño inmortal

Es cariño inmortal

Es cariño inmortal"
para dejarte de amar,"Para dejarte de amar

voy sufrir la vida entera

seria imposible olvidar

todo el amor que yo te diera

para dejarte de amar

voy adejar que yo me muera

para olvidarme de ti

para olvidarme de ti

voy adejar esta tierra



para olvidar tus besos

que fueron mi locura

no te dire pa donde voy

ni en que lugar estoy

sufriendo mi amargura

me morire soñando

que me quisiste un dia

asi me ire sin el dolor

que me dejo tu amor

que lloro todavia



para dejarte de amar

solo que el mar ya no existiera

ni las estrellas brillar

ni ver laflor en primavera

para dejarte de amar

voy a dejar que yo me muera

para olvidarme de ti

para olvidarme de ti

voy a dejar esta tierra"
mi virgen ranchera,"(Para ti virgencita con mucho amor

de todos tus hijos.)



A tí virgencita , mi Guadalupana,

yo  quiero ofrecerte un canto valiente,

que México entero te brinda sonriente.



y quiero decirte, lo que tu ya sabes,

que México te ama, que nunca esta triste,

porque de nombrarte, el alma se inflama.



Tu nombre es arrullo, y el mundo lo sabe,

Eres nuestro orgullo, mi México es tuyo,

Tu guardas la llave.



Que viva la Reina, de los Mexicanos,

la que con sus manos, sembró rosas bellas,

y puso en el cielo, millares de estrellas.



Por patria nos diste, este lindo suelo,

y lo bendecirte, por que era tu anhelo,

tener un santuario, cerquita del cielo."
por amor,"Por amor se han creado los hombres

En la faz de la tierra

Por amor hay quien haya querido

Regalar una estrella



Por amor fue una vez al calvario

Con una cruz acuesta

Aquel que también por amor

Entregó el alma entera



Por amor se confunden las aguas

Y en la fuente se besan

Y en las alas de las mariposas

Los colores se crean



Por amor ha existido en el mundo

Siempre tanta belleza

Y el color de la naturaleza

Se pintó por amor



Por amor soy de ti y seré toda la vida

Mientras viva

Por amor soy de ti

Por amor, por amor, por amor



Por amor

una noche cualquiera un amante se entrega

Por amor

En un beso se calman unos labios que esperan

Por amor

Ya no llevo las cruces que me dio el sufrimiento

Y por ti lo que fuera mi suerte se cambió por

amor"
caminos de michoacan,"Cariñito donde tu andas

con quien te estaras paseandooo

presiento que no me engañas

por eso te ando buscando

vengo de tierras lejanas

no mas por ti preguntandooo



me dieron razon que andabas

en las tierras michoacanas

que de la piedad viajabas

por rumbo del Aguacana

te vieron cuando pasabas

por zamora y nueva italia



caminos de michoacan

y pueblos que voy pasando

si saben en donde esta

por que me la estan negando

diganle que ando en Sahuayo

y voy a ciudad de Hidalgo



yo te seguire buscando

en esas tierras tan bellas

de zitacuaro a guencamo

de apatzingan a morelia

ya me sueño acariciando

esa carita morena"
viva veracruz,"Por aquí pasó volando una calandria amarilla,

Una calandria amarilla por aquí pasó volando.



Una calandria amarilla por aquí pasó volando.>



En su piquito llevaba una rosa de castilla

Que el viento la deshojaba como blanca maravilla.



Que el viento la deshojaba como blanca maravilla.>



Maria Chuchena se fue a bañar,

A orillas del río muy juntito al mar.

Maria Chuchena se estaba bañando,

Y el techador por su casa pasando.

Y le decía: 

Ni techo tu casa ni techo la mía,

No techo tu casa ni techo la mía,

Ni techo la casa de María García."
el reventon,"y vamos todos a gozar,

con alegria en el corazon,

conmigo todos a bailar,

al ritmo de este reventon...



felicidades,

felicidades,

que bien la pases,

y vamos a bailar...



y mueve la caderita,

y mueve tambien los pies,

y date una vueltecita,

y olvidate del estres...



menea la cinturita,

y siguela sin parar,

que no te falte en la vida,

amor y felicidad.
"
cancion de sayula,"Sayula de mis amores

Cuando escucho esta canción

Hasta el pecho se me ensancha

Y me lleno de emoción



Sera porque regrese

A visitar otra vez,

A tu plaza, a tu santuario

Y al cerro de Santa Inés



Nunca olvido tu laguna

Y la quietud de sus playas

Tus cerros que te rodean

De colores de pitayas



Y tú valle de alfalfa

Donde aprendí yo a vivir

Y en el que a Dios yo le pido

Linda Sayula de mi alma

Que me conceda morir



Famosas son tus cajetas

Como el ánima inmortal

Y no menos conocido

Es tu lindo carnaval



Donde siempre está el amor

Y te brindan su amistad

Cada una de las personas

Que habitan esta ciudad."
si dios me ayuda,"dios me ayuda

Te prometo vida mía

Volver con tigo

Para darte mucho mas

Tengo mil sueños

Para compartir con tigo

Y a realizarnos

Dios me ayudara



Solo te pido que me esperes

Un poquito

No desesperes que muy pronto tu sabrás

Que el sacrificio de estar lejos

Y no verte

Que sacrificio para darte mucho mas



Te extraño tanto vida mía tanto tanto

Que hay momentos en que ya no puedo mas

Quiero mirarte abrasarte y besarte

Después ser tuyo y volverme a regresar



Si dios me ayuda



Solo te pido que me esperes

Un poquito ahora que tengo

La oportunidad

Si dios me ayuda volveré con tigo vida

Para quererte para darte mucho mas



Te extraño tanto vida mía tanto tanto

Que hay momentos en que ya no puedo mas

Quiero mirarte abrasarte y besarte

Después ser tuyo y volverme a regresar



Si dios me ayuda.
"
mexico en la piel,"Como una mirada hecha en Sonora

Vestida con el mar de Cozumel

Con el color del sol por todo el cuerpo

Asi se lleva Mexico en la piel.



Como el buen tequila de esta tierra

O como un amigo de Yucatan

Y en Aguascaliente deshilados

O una lana tejida en Teotitlan.



Asi se siente Mexico, asi se siente Mexico,

Asi como unos labios por la piel

Asi te envuelve Mexico, asi te sabe Mexico

Y asi se lleva Mexico en la piel.



Como ver la sierra de Chihuahua

O artesania en San Miguel

Remontar el cerro de la silla

Asi se lleva Mexico en la piel.



Como acompanarse con mariachi

Para hacer llorar a esa cancion

Que en el sur se toca con marimba

Y en el norte con acordeon."
angelus,"ANGELUS



M: EL ANGEL DEL CIELO ANUNCIO A

MARIA, QUE DIOS LA ESCOJIA;

TODA LA TIERRA CALLABA,

PORQUE UN LIRIO FLORECIA.

T: ES  MI DIOS MI SALVADOR,

ME SALTA EL ALMA DE GOSO,

PUES EL SANTO Y PODEROSO,

HA HECHO EN MI MARAVILLAS,

POR SER PEQUEÑA Y SENCILLA

M; COMO LO TENDRE SI NO ESTOY CASADA

SOLO DESPOSADA

CON EL SR, SAN JOSÉ

MÁS EN MI  DIOS CREERE

EL ANGEL CONTESTA NO TEMAS MARIA

PARA SU VENIDA

TE CUBRIRA CON SU MANTO

EL ESPIRITU SANTO

T: ES MI DIOS MI SALVADOR,

ME SALTA EL ALMA DE GOSO,

PUES EL SANTO Y PODEROSO,

HA HECHO EN MI MARAVILLAS,

POR SER PEQUEÑA Y SENCILLA

M; SE INCLINO LA VIRGEN CON SANTO

TEMOR, EN ADORACION Y RESPONDIO

QUE ASI SEA SEGÚN EL SR, LO DESEA

EL VERBO DIVINO ENCONTRO MORADA

EL NIÑO AGUARDABA ENTRE TODAS

LAS MUJERES UNA SOLA INMACULADA

T: ES MI DIOS MI SALVADOR,

ME SALTA EL ALMA DE GOSO,

PUES EL SANTO Y PODEROSO,

HA HECHO EN MI MARAVILLAS,

POR SER PEQUEÑA Y SENCILLA
"
gloria,"GLORIA



T: GLORIA A NUESTRO DIOS

EN LO ALTO DE LOS CIELOS, Y EN

LA TIERRA PAZ A LOS HOMBRES POR EL AMADOS



M: SR, TE ALABAMOS

SR, TE BENDECIMOS

TODOS TE ADORAMOS

GRACIAS POR TU INMENSA GLORIA



T: GLORIA A NUESTRO DIOS

EN LO ALTO DE LOS CIELOS, Y EN

LA TIERRA PAZ A LOS HOMBRES POR EL AMADOS



M: TU ERES EL CORDERO

QUE QUITAS EL PECADO

TEN PIEDAD DE NOSOTROS

Y ESCUCHA NUESTRA ORACION.



T: GLORIA A NUESTRO DIOS

EN LO ALTO DE LOS CIELOS, Y EN

LA TIERRA PAZ A LOS HOMBRES POR EL AMADOS



M: TU SOLO ERES SANTO

TÚ SOLO EL ALTISIMO

CON EL ESPIRITU SANTO

EN LA GLORIA DE DIOS PADRE



T: GLORIA A NUESTRO DIOS

EN LO ALTO DE LOS CIELOS, Y EN

LA TIERRA PAZ A LOS HOMBRES POR EL AMADOS
"
bonito tecalitlan,"Bonito Tecalitlán con sus mujeres hermosas,

Bonito Tecalitlán con sus mujeres hermosas,

Cuando me salí a bailar el Son de las mariposas,

Pero ay qué gusto me da de acordarme de ésas cosas.

Ay, ay, ay, Tecalitlán!





A las dos de la mañana oí un mariachi tocar,

A las dos de la mañana oí un mariachi tocar,

Y era el Mariachi Vargas que andaba por el portal,

Llevándole serenata a las rosas del lugar.

Ay, ay, ay, Tecalitlán!





Ya con ésta me despido devisando para El Plán,

Ya con esta me despido devisando para El Plán,

De las muchachas bonitas de allá de Tecalitlán,

Pasando por Tamazula y también Ciudad Guzmán.

Ay, ay, ay, Tecalitlán!


"
nube de mar,"Te alejaste de mí como nube de mar

Como el agua del río que se aleja.

Me dejaste un dolor que no sé mitigar

Y jamás te podré olvidar.



¿Porque me dejas así?

¿Que no ves lo que sufro por ti?

No quiero ser, no, no

Ilusión de amor y de dolor.



Amor, porque me dejas en la bruma sin poderte amar

Besar ésos labios que saben a miel.

Amor, es imposible no adorarte cada instante más.

A pesar que te hayas ido como nube de mar.
"
las mañanitas,"Estas son las mañanitas

Que cantaba el rey David

Hoy por ser día de tu santo

Te las cantamos a ti



Despierta, mi bien despierta

Mira que ya amaneció

Ya los pajarillos cantan

La luna ya se metió



Que linda está la mañana

En que vengo a saludarte

Venimos todos con gusto

Y placer a felicitarte



El día en que tu naciste

Nacieron todas las flores

En la pila del bautismo

Cantaron los ruiseñores



Ya viene amaneciendo

Ya la luz del día nos dio

Levántate de mañana

Mira que ya amaneció



De las estrellas del cielo

Tengo que bajarte dos

Una para saludarte

Otra para decirte adiós



Volaron cuatro palomas

Por toditas la ciudades



Hoy por ser día de tu santo

Te deseamos felicidades

Con jasmines y flores

Hoy te vengo a saludar

Hoy por ser día de tu santo

Te venimos a cantar
"
que alegria,"QUE ALEGRÍA



QUE ALEGRÍA CUANDO ME DIJERON:

VAMOS A LA CASA DEL SEÑOR;	  Do

YA ESTÁN PISANDO NUESTROS PIES,

TUS UMBRALES, JERUSALÉM.



Jerusalém está fundada

como ciudad bien compacta,

halla suben las tribus

las tribus del Señor.



Según la costumbre de Israel

a celebrar el Nombre del Señor,

en ella están los tribunales de justicia;

en el palacio de David.



Desead la paz a Jerusalém,

vivan seguros los que Te aman;

allá paz dentro de Tus muros

en Tus palacios seguridad
"
si te perdiera,"Si te perdiera,

porque la vida cuando menos te lo esperas,

Te da la espalda, te hace jugadas aunque tengas buena estrella,

Me moriría de dolor si te perdiera,

Después de amarte la vida entera.



Si te perdiera,

Te llevarías los colores de mí vida,

Me dejarías sin claridad, sin resplandor Y sin poemas,

Me moriría de dolor, si te perdiera

Después de amarte la vida entera.



Seria total mi soledad,

Seria total mi desnudez,

La de los árboles heridos del otoño,

Cristales rotos en mi alma Y en mi noche pura escarcha,

Y el silencio por respuesta si te nombro.

Y ante mis ojos, no ver tus ojos,

Solo vacío y soledad, si te perdiera...

Si te perdiera..."
por ti volare,"Cuando vivo solo sueño un

Horizonte falto de palabras

En la sombra y entre luces

Todo es negro para mi mirada

Si tú no estás, junto a mí, aquí.



Tú, en tu mundo

Separado del mío, por un abismo

Oye, llámame, yo volaré

A tu mundo lejano.



Por ti volaré

Espera, que llegaré

Mi fin del trayecto eres tú

Para vivirlo los dos.



Por ti volaré

Por cielos y mares, hasta tu amor

Abriendo los ojos por fin

Contigo viviré.



Cuando estas lejana

Sueño un horizonte falto de palabras

Y yo sé que siempre estás ahí, ahí

Una luna hecha para mí

Siempre iluminada para mí,

Por mí, por mí, por mí."
querreque,"Es buena la cervecita para el que esta desvelado,

Para el que esta desvelado es buena la cervecita,

Yo prefiero un tequilita que lo mejo PA lo hinchado,

Que lo mejor PA lo hinchado y asta lo panzón se quita,

¡querreque!

                                         

 Ay que bonito es tesón,

     ¡querreque!

Para bailarlo contigo,

   ¡querreque!

                     

   Ay que bonito es tesón,

     querreque!

Para bailarlo contigo,



Del güisqui y el aguardiente cual es el mejor licor,

Cual es el mejor licor del güisqui y el aguardiente,

Yo digo que el aguardiente por que es emborrachador,

Emborracha al presidente también al gobernador,

  ¡querreque!

                                         

 Ay que bonito es tesón,

     ¡querreque!

Para bailarlo contigo,

   ¡querreque!

                     

   Ay que bonito es tesón,

     querreque!

Para bailarlo contigo,

              

Me encontré con la huesuda sin saber que era la muerte,

Sin saber que era la muerte me encontré con la huesuda,

Me dijo la testaruda no bebas el aguardiente,

Vas a morir de una cruda y amarga será tu suerte,

    ¡querreque!

                                         

         Ay que bonito es tesón,

     ¡querreque!

Para bailarlo contigo,

   ¡querreque!

                     

   Ay que bonito es tesón,

     querreque!

Para bailarlo contigo,"
aleluya,"T: ALELUYA, ALELUYA, ALELUYA



M: LA DIESTRA DEL SR.

HA HECHO PRODIGIOS

LA DIESTRA DEL SR, ME HA SALVADO



DOMINA CRISTO TODO EL UNIVERSO

CRISTO SR, REYNA EN SU TRONO.
"
somos novios,"Somos novios

Autor: Armando Manzanero



Somos novios

pues los dos sentimos mutuo amor profundo

y con eso ya ganamos lo más grande

de este mundo

Nos amamos, nos besamos

como novios

nos deseamos y hasta a veces sin motivo y

sin razón, nos enojamos

Somos novios

mantenemos un cariño limpio y puro

como todos

procuramos el momento más obscuro

Para hablarnos

para darnos el más dulce de los besos

recordar de qué color son los cerezos

sin hacer mas comentarios, somos novios



Coro:Para hablarnos

para darnos el más dulce de los besos



Solo; recordar de qué color son los cerezos

sin hacer mas comentarios, somos novios
"
señor ten piedad,"SEÑOR TEN PIEDAD



M; SEÑOR TEN PIEDAD

TEN PIEDAD DE NOSOTROS (2 VECES)

T: (REP, 2 VECES)



M; CRISTO, TEN PIEDAD,

TEN PIEDAD DE NOSOTROS

T; (REPITEN)



M; CRISTO TEN PIEDAD

T; TEN PIEDAD DE NOSOTROS



M; SEÑOR TEN PIEDAD

TEN PIEDAD DE NOSOTROS (2 VECES)
"
el pasajero,"Ay, ay, ay, pasa, que pasa otro día

Ay, ay, ay, y mis tormentos no pasan

Güerita del alma mía ay, ay, ay

Cuando me lleva a su casa

Para estarme todo el día ay ay ay

Me dice lo que le pasa ay, ay, ay, tiralarala



Ay, ay, ay, ya te he dicho que no siempre

Ay, ay, ay, las uvas junto al camino

Por que pasa el pasajero ay, ay, ay

Se corta el mejor racimo

Ya te he dicho que no siembres mi bien

Las uvas junto al camino ay, ay, ay, tiralarala



(Puente Musical)



Ay, ay, ay, ay, ay, bellísima jardinera

Ay, ay, ay, ay, ay, ay, ay, bellísima jardinera

Si no me quieres hablar

Hazme una señal siquiera

Hazme una señal siquiera

Con tu modo de mirar

Ay, ay, ay, ay, ay, ay, tiralarala

Ay, ay, ay, ay, ay, ay"
el milagro de tus ojos,"Cada vez que pienso en ti

Nace un mundo dulce y nuevo

Porque brilla en tu mirar

Una clara luz de ensueño



Que me hace comprender

La nostalgia tibia de tu amor

Es fuego que al arder

Cubre a los dos



En un cielo tan azul

Vuela hacia cualquier mañana

Pajaro multicolor

Bajo una mirada extraña



Que me hace comprender

La nostalgia tibia de tu amor

Es fuego que al arder

Cubre a los dos



Un milagro brilla en su mirar

Trayendo luz a mi vivir

Siento entonces que van a estarllar

El sol y el mundo entero en nuestro amor



En un cielo tan azul

Vuela hacia cualquier mañana

Pajaro multi colr

Bajo una mirada extraña"
el jarabe tapatio,"En Jalisco se baila el Jarabe,

como nadie lo sabe bailas,

al compás de guitarras y bajos,

el Jarabe se va a Zapatear



En Jalisco se baila el Jarabe,

como nadie lo sabe bailar,

al compás de guitarras y bajos,

el Jarabe se va a Zapatear



Sentimiento de amor de Jalisco,

que devora mi pecho en suspiro,

yo creyendo que era un cariñito,

un cariño vestido de amor

(x2)



En Jalisco se baila el Jarabe,

como nadie lo sabe bailar,

al compás de guitarras y bajos,

el Jarabe se va a Zapatear



En Jalisco se baila el Jarabe,

como nadie lo sabe bailas,

al compás de guitarras y bajos,

el Jarabe se va a Zapatear
"
cordero de dios,"CORDERO DE DIOS



M: CORDERO DE DIOS



T: CORDERO DE DIOS



M: QUE QUITAS EL PECADO DEL MUNDO

TEN PIEDAD DE NOSOTROS



T: TEN PIEDAD DE NOSOTROS

(TODO 3 VECES)



X 3ª  VEZ

T: DANOS LA PAZ.
"
que bonita es esta vida,"Me gusta el olor que tiene la mañana  me gusta  el primer traguito de cafe



sentir cuando el sol se asoma en mi ventana y me llena  la mirada de un hermoso amanecer



me gusta  escuchar la paz de las montañas

mirar los colores del atardecer



sentir en mis pies la arena dela playa y lo dusce de la caña  cuando beso a mi mujer



se seque el tiempo lleva  prisa paŽ  borrarme de la  lista pero yo le digo que



(coro)

hay........  que bonita es esta vida



(bocalista)



aunque aveces duela tanto y apezar de los pezares siempre hay alguien que nos quiere siempre hay alguien que nos cuida



(coro)

hay hay hay hay

que bonita es esta  vida"
este vicio,"Me encuentro tomando un trago aquí con mis amigos

Me vieron muy pensativo y uno dijo que diablos te pasa

No me recuerdes amigo se marchó para siempre mi chata

No volveré a ver sus ojos ni a sentir su gran ternura

Ni aquel sabor de sus labios que me dio con tanta dulzura

Hay que tristeza tan grande solo dios sabe de mi amargura



Este vicio que no deja nada

Deja pura tristeza, llanto y amargura y la soledad

Este vicio que cambio mi vida

Ya es demasiado tarde, los felices tiempos ya no volverán



(Y Salustia compadre José pa que te acuerdes de navidad si señor)



Ella me dijo aquel día ya no puedo seguir a tu lado

Se te esta llendo la vida y tú ni cuenta te has dado

Que mala suerte la mía pues ya es tarde para remediarlo"
santo,"SANTO



T: SANTO SANTO

SR, DIOS DE LOS EJERCITOS  (3 VECES)



M: LLENOS ESTAN LOS CIELOS

Y LA TIERRA DE TU GLORIA



T: REPITEN



T: HOSANA HOSANA

HOSANA EN LAS ALTURAS (2 VECES)



M: BENDITO EL QUE VIENE

EN EL NOMBRE DEL SR,



T: HOSANA HOSANA

HOSANA EN LAS ALTURAS (2 VECES)
"
padre nuestro,"Padre nuestro,

que estás en el cielo,

santificado

sea tu Nombre;

danos

venga tu reino;

hágase tu voluntad

asi en la tierra

como en el cielo.

Danos hoy nuestro pan

de cada día;

y perdona

nuestras ofensas,

como nosotros

perdonamos

a los

que nos ofenden;

no nos dejes caer

en tentación,

Padre nuestro

Padre nuestro

líbranos de todo  mal.
"
pero a donde vas,"Como la paloma en paraje distante

Como el sol lejano que anuncia la tarde

Como la barquilla que va navegando

Sin vela y sin rumbo perdida en los mares



Así son las almas

Las almas perdidas

Que van caminando

Con rumbo al abismo

En sombras de muerte

Penumbra y dolor



Pero adónde vas

Pero adónde vas

Detén tu cansado camino

Porque de ese abismo

Jamás volverás



Pero adónde vas

Pero adónde vas

En Cristo hallaras el consuelo

El es el camino la vida y verdad



Como las errantes estrellas del cielo

Como aquella nube arrastrada del viento

Como aquella higuera que Cristo maldijo

Que nunca en la vida le dio de su fruto"
rezare,"Era una tarde fría y sin sol

La lluvia no dejaba de caer

Mis ojos no dejaban de llorar

Te ibas para siempre de mi vida

Después de que te entregue mi corazón

La parte más bonita de mí ser

La parte más hermosa de mi vida

Te fuiste sin decirme ni un adiós



Rezare

Para que encuentres lo mejor que ahí en la vida

Para que encuentres quien te quiera

De tal manera como yo te quise a ti



Rezare

Porque tus sueños se hagan siempre realidad

Para que nunca

Nunca sufras de tal manera como estoy sufriendo yo
"
me gusta cantar huapango,"Me gusta cantar huapangos aunque yo nací en Jalisco

(Coro; Me gusta cantar huapangos aunque yo nací en Jalisco)

Cuando canto este huapango al paisano lo dedico

(Coro; Cuando canto este huapango al paisano lo dedico)

Que orgullo es ser mexicano del meritito Jalisco



Bonitos son los huapangos los que nacen en la sierra

(Coro; Bonitos son los huapangos los que nacen en la sierra)

Se suelta la polvareda cuando los baila mi suegra

(Coro; Se suelta la polvareda cuando los baila mi suegra)

Se mira requeté contenta que hasta el alma se me alegra



Ayayay!

Qué bonito es el huapango pa bailarlo aquí contigo

Ayayay!

Poder decirte cosas muy juntito en el oído

Quererte a mi manera como nunca te han querido

Huapangoooo

Qué bonito es el Huapangoooo!"
pajarillo,"Pitu pitu pitu pitu papam (3 vc.)

pitu pitu pitu pitu



pitu pitu pitu pitu papam (3 vc.)

pitu pitu pitu pitu



pajarillo pajarillo

que vuelas por mi rivera

porque no vuelas ahora que llego la primavera

me dijiste que eras firme

como la palma del llano

si la palma fuera firme

no la quitara el gusano

no la hacer volar el viento

ni la secara en verano



a mi me pueden llamar noel herrera pawer rallo

si me pagan buena visa

no le pasa un pabalallo

yo se quien anda de noche

y me pongo tencitano

yo se donde ladra el perro

y se donde canta el gallo.



Y se cuando estan dormidas las muchachas de mi barrio.



¡¡¡pajarillo!!!
"
algo contigo,"Hace falta que te diga que me muero por tener algo contigo

Es que no te has dado cuenta de lo mucho que me cuesta ser tu amigo

Ya no puedo acercarme a tu boca sin deseártela de una manera loca

Necesito controlar tu vida, saber quién te besa y quien te abriga



Hace falta que te diga que me muero por tener algo contigo

Es que no te has dado cuenta de lo mucho que me cuesta ser tu amigo

Ya no puedo continuar espiando día y noche tu llegar adivinando

Ya no sé con qué inocente escusa pasar por tu casa

Ya me quedan muy pocos caminos y aunque pueda parecerte desatinó

Yo quisiera no morirme  sin tener Algo Contigo



Ya no puedo continuar espiando día y noche tu llegar adivinando

Ya no sé con qué inocente escusa pasar por tu casa

Ya me quedan muy pocos caminos y aunque pueda parecerte desatinó

Yo quisiera no morirme  sin tener Algo Contigo
"
el son de la negra,"Negrita de mis pesares

Ojos de papel volando

Negrita de mis pesares

Ojos de papel volando



A todos diles que si

Pero no les digas cuando

Asi me dijiste a mi

Por eso vivo penando .



MUSICA



Cuando me traes a mi Negra

Que la quiero ver aqui

Con su rebozo de ceda

Que le traje de Tepic .



Cuando me traes a mi Negra

Que la quiero ver aqui

Con su rebozo de ceda

Que le traje de Tepic .
"
terrequeteque,"Estando aserrando un palo si!! Haciendo terrequeteque no

Solo aquel que no es cristiano si!! No tiene sus tres beleque no (* 2)



Ay la la la la, ay la la la la la la, estando aserrando una palo si!!

Haciendo terrequeteque no

Ay la la la la, ay la la la la la la, Solo aquel que no es cristiano si!!

No tiene sus tres beleque no



Ya no me deja que duerma si!! ese terrequeteque o no

Es la vieja de mi suegra si!! que me asusta y no la veo no (*2)



Ay la la la la, ay la la la la la la, Ya no me deja que duerma si!!

ese terrequeteque o no

Ay la la la la, ay la la la la la la, Es la vieja de mi suegra si!!

que me asusta y no la veo no"
alabare a mi señor,"Alabare alabare alabare alabare

alabare a mi señor

Alabare alabare alabare alabare

alabare a mi señor



Juan vio el numero de los redimientos

y todos alababan al señor

unos cantaban otros oraban

y todos alababan al senor



Alabare alabare alabare alabare

alabare a mi señor

Alabare alabare alabare alabare

alabare a mi señor



todos unidosalegres cantamos

gloria y alabansasa al señor

gloria el padre

gloria al hijo

gloria al espiriru dfe amor



Alabare alabare alabare alabare

alabare a mi señor

Alabare alabare alabare alabare

alabare a mi señor 
"
el angel,"Ángel de mis amores ya no me hagas padecer

No ves que me estoy muriendo por culpa de tu querer

Ángel de mis amores ya no me hagas padecer

No ves que me estoy muriendo por culpa de tu querer



Dime que si dime que si

Di que me quieres mucho compadécete de mi

Dime que si dime que si

Di que me quieres mucho como yo te quiero a ti



Ángel tienen tus ojos dos luceros que al brillar

Reflejan la luz del día cuando empiezo a despertar

Ángel tienen tus ojos dos luceros que al brillar

Reflejan la luz del día cuando empiezo a despertar



Dime que si dime que si

Di que me quieres mucho compadécete de mi

Dime que si dime que si

Di que me quieres mucho como yo te quiero a ti
"
